CODEMAMROT,Boroughs,Year,Month,Sum_NOMBRE_UNI,Sum_Fire_Incident,Count_Incident,Count_Incident_1,Count_Crime,Count_Crime_1,Sum_ETAGE_HORS_SOL,Sum_NOMBRE_LOGEMENT,Building_Life,Sum_SUPERFICIE_TERRAIN,Sum_SUPERFICIE_BATIMENT
66102,Kirkland,2016,6,69,0,53,61,14,12,10253,5761,33.0401407180227,3670930,1248235
66102,Kirkland,2016,7,72,4,42,53,25,14,10253,5761,33.123474051356,3670930,1248235
66102,Kirkland,2016,8,99,3,70,42,16,25,10253,5761,33.2068073846895,3670930,1248235
66102,Kirkland,2016,9,117,2,62,70,6,16,10253,5761,33.2901407180227,3670930,1248235
66102,Kirkland,2016,10,104,4,69,62,12,6,10253,5761,33.373474051356,3670930,1248235
66102,Kirkland,2016,11,65,0,47,69,16,12,10253,5761,33.4568073846895,3670930,1248235
66102,Kirkland,2016,12,204,3,68,47,8,16,10253,5761,33.5401407180227,3670930,1248235
66102,Kirkland,2017,1,106,1,62,68,12,8,10253,5761,33.623474051356,3670930,1248235
66102,Kirkland,2017,2,95,1,59,62,8,12,10253,5761,33.7068073846895,3670930,1248235
66102,Kirkland,2017,3,78,1,54,59,5,8,10253,5761,33.7901407180227,3670930,1248235
66102,Kirkland,2017,4,65,1,45,54,13,5,10253,5761,33.873474051356,3670930,1248235
66102,Kirkland,2017,5,117,3,58,45,17,13,10253,5761,33.9568073846895,3670930,1248235
66102,Kirkland,2017,6,100,1,64,58,14,17,10253,5761,34.0401407180227,3670930,1248235
66102,Kirkland,2017,7,120,1,56,64,10,14,10253,5761,34.123474051356,3670930,1248235
66102,Kirkland,2017,8,116,3,65,56,9,10,10253,5761,34.2068073846895,3670930,1248235
66102,Kirkland,2017,9,80,2,60,65,14,9,10253,5761,34.2901407180227,3670930,1248235
66102,Kirkland,2017,10,96,0,49,60,7,14,10253,5761,34.373474051356,3670930,1248235
66102,Kirkland,2017,11,90,1,54,49,7,7,10253,5761,34.4568073846895,3670930,1248235
66102,Kirkland,2017,12,101,1,68,54,7,7,10253,5761,34.5401407180227,3670930,1248235
66102,Kirkland,2018,1,137,0,77,68,6,7,10253,5761,34.623474051356,3670930,1248235
66102,Kirkland,2018,2,117,1,75,77,12,6,10253,5761,34.7068073846895,3670930,1248235
66102,Kirkland,2018,3,74,0,51,75,26,12,10253,5761,34.7901407180227,3670930,1248235
66102,Kirkland,2018,4,62,2,41,51,12,26,10253,5761,34.873474051356,3670930,1248235
66102,Kirkland,2018,5,113,1,78,41,6,12,10253,5761,34.9568073846895,3670930,1248235
66102,Kirkland,2018,6,100,5,68,78,10,6,10253,5761,35.0401407180227,3670930,1248235
66102,Kirkland,2018,7,125,4,62,68,7,10,10253,5761,35.123474051356,3670930,1248235
66102,Kirkland,2018,8,92,3,68,62,12,7,10253,5761,35.2068073846895,3670930,1248235
66102,Kirkland,2018,9,99,1,61,68,12,12,10253,5761,35.2901407180227,3670930,1248235
66102,Kirkland,2018,10,76,2,54,61,19,12,10253,5761,35.373474051356,3670930,1248235
66102,Kirkland,2018,11,61,0,43,54,11,19,10253,5761,35.4568073846895,3670930,1248235
66102,Kirkland,2018,12,83,0,53,43,6,11,10253,5761,35.5401407180227,3670930,1248235
66102,Kirkland,2019,1,101,2,63,53,11,6,10253,5761,35.623474051356,3670930,1248235
66102,Kirkland,2019,2,73,2,41,63,3,11,10253,5761,35.7068073846895,3670930,1248235
66102,Kirkland,2019,3,95,2,54,41,7,3,10253,5761,35.7901407180227,3670930,1248235
66102,Kirkland,2019,4,56,2,43,54,12,7,10253,5761,35.873474051356,3670930,1248235
66102,Kirkland,2019,5,139,2,77,43,8,12,10253,5761,35.9568073846895,3670930,1248235
66102,Kirkland,2019,6,134,1,65,77,9,8,10253,5761,36.0401407180227,3670930,1248235
66102,Kirkland,2019,7,114,5,77,65,5,9,10253,5761,36.123474051356,3670930,1248235
66102,Kirkland,2019,8,79,3,48,77,7,5,10253,5761,36.2068073846895,3670930,1248235
66102,Kirkland,2019,9,59,0,42,48,11,7,10253,5761,36.2901407180227,3670930,1248235
66102,Kirkland,2019,10,99,4,64,42,16,11,10253,5761,36.373474051356,3670930,1248235
66102,Kirkland,2019,11,103,1,67,64,6,16,10253,5761,36.4568073846895,3670930,1248235
66102,Kirkland,2019,12,96,1,57,67,4,6,10253,5761,36.5401407180227,3670930,1248235
66102,Kirkland,2020,1,83,2,54,57,13,4,10253,5761,36.623474051356,3670930,1248235
66102,Kirkland,2020,2,66,1,44,54,7,13,10253,5761,36.7068073846895,3670930,1248235
66102,Kirkland,2020,3,59,2,26,44,9,7,10253,5761,36.7901407180227,3670930,1248235
66102,Kirkland,2020,4,22,3,11,26,6,9,10253,5761,36.873474051356,3670930,1248235
66102,Kirkland,2020,5,50,6,24,11,5,6,10253,5761,36.9568073846895,3670930,1248235
66102,Kirkland,2020,6,87,6,36,24,3,5,10253,5761,37.0401407180227,3670930,1248235
66102,Kirkland,2020,7,56,0,37,36,7,3,10253,5761,37.123474051356,3670930,1248235
66102,Kirkland,2020,8,124,3,51,37,9,7,10253,5761,37.2068073846895,3670930,1248235
66102,Kirkland,2020,9,87,1,49,51,5,9,10253,5761,37.2901407180227,3670930,1248235
66102,Kirkland,2020,10,69,1,38,49,12,5,10253,5761,37.373474051356,3670930,1248235
66102,Kirkland,2020,11,66,0,39,38,9,12,10253,5761,37.4568073846895,3670930,1248235
66102,Kirkland,2020,12,73,0,44,39,6,9,10253,5761,37.5401407180227,3670930,1248235
66102,Kirkland,2021,1,75,1,52,44,3,6,10253,5761,37.623474051356,3670930,1248235
66102,Kirkland,2021,2,81,2,38,52,6,3,10253,5761,37.7068073846895,3670930,1248235
66102,Kirkland,2021,3,99,2,49,38,6,6,10253,5761,37.7901407180227,3670930,1248235
66102,Kirkland,2021,4,103,3,55,49,2,6,10253,5761,37.873474051356,3670930,1248235
66102,Kirkland,2021,5,93,1,62,55,4,2,10253,5761,37.9568073846895,3670930,1248235
66102,Kirkland,2021,6,100,3,59,62,6,4,10253,5761,38.0401407180227,3670930,1248235
66102,Kirkland,2021,7,85,2,59,59,6,6,10253,5761,38.123474051356,3670930,1248235
66102,Kirkland,2021,8,5,0,5,59,0,6,10253,5761,38.2068073846895,3670930,1248235
66107,Beaconsfield,2015,2,88,2,52,100,14,7,9792,6325,49.2312373225154,5479705,1315997
66107,Beaconsfield,2015,3,87,0,53,52,9,14,9792,6325,49.3145706558487,5479705,1315997
66107,Beaconsfield,2015,4,86,2,47,53,8,9,9792,6325,49.3979039891819,5479705,1315997
66107,Beaconsfield,2015,5,103,3,58,47,10,8,9792,6325,49.4812373225154,5479705,1315997
66107,Beaconsfield,2015,6,95,1,59,58,12,10,9792,6325,49.5645706558487,5479705,1315997
66107,Beaconsfield,2015,7,109,2,58,59,13,12,9792,6325,49.6479039891819,5479705,1315997
66107,Beaconsfield,2015,8,67,2,49,58,14,13,9792,6325,49.7312373225154,5479705,1315997
66107,Beaconsfield,2015,9,81,1,49,49,12,14,9792,6325,49.8145706558487,5479705,1315997
66107,Beaconsfield,2015,10,145,3,62,49,5,12,9792,6325,49.8979039891819,5479705,1315997
66107,Beaconsfield,2015,11,74,0,51,62,7,5,9792,6325,49.9812373225154,5479705,1315997
66107,Beaconsfield,2015,12,82,3,43,51,10,7,9792,6325,50.0645706558487,5479705,1315997
66107,Beaconsfield,2016,1,80,1,48,43,5,10,9792,6325,50.1479039891819,5479705,1315997
66107,Beaconsfield,2016,2,77,1,50,48,1,5,9792,6325,50.2312373225154,5479705,1315997
66107,Beaconsfield,2016,3,67,1,48,50,10,1,9792,6325,50.3145706558487,5479705,1315997
66107,Beaconsfield,2016,4,60,1,40,48,9,10,9792,6325,50.3979039891819,5479705,1315997
66107,Beaconsfield,2016,5,70,0,45,40,21,9,9792,6325,50.4812373225154,5479705,1315997
66107,Beaconsfield,2016,6,117,5,63,45,19,21,9792,6325,50.5645706558487,5479705,1315997
66107,Beaconsfield,2016,7,149,3,71,63,13,19,9792,6325,50.6479039891819,5479705,1315997
66107,Beaconsfield,2016,8,119,3,62,71,20,13,9792,6325,50.7312373225154,5479705,1315997
66107,Beaconsfield,2016,9,79,1,51,62,10,20,9792,6325,50.8145706558487,5479705,1315997
66107,Beaconsfield,2016,10,101,2,64,51,17,10,9792,6325,50.8979039891819,5479705,1315997
66107,Beaconsfield,2016,11,129,4,70,64,24,17,9792,6325,50.9812373225154,5479705,1315997
66107,Beaconsfield,2016,12,86,0,51,70,9,24,9792,6325,51.0645706558487,5479705,1315997
66107,Beaconsfield,2017,1,81,0,54,51,10,9,9792,6325,51.1479039891819,5479705,1315997
66107,Beaconsfield,2017,2,72,1,45,54,11,10,9792,6325,51.2312373225154,5479705,1315997
66107,Beaconsfield,2017,3,96,0,47,45,6,11,9792,6325,51.3145706558487,5479705,1315997
66107,Beaconsfield,2017,4,85,0,52,47,5,6,9792,6325,51.3979039891819,5479705,1315997
66107,Beaconsfield,2017,5,68,1,53,52,7,5,9792,6325,51.4812373225154,5479705,1315997
66107,Beaconsfield,2017,6,84,0,59,53,3,7,9792,6325,51.5645706558487,5479705,1315997
66107,Beaconsfield,2017,7,132,3,69,59,17,3,9792,6325,51.6479039891819,5479705,1315997
66107,Beaconsfield,2017,8,147,4,63,69,7,17,9792,6325,51.7312373225154,5479705,1315997
66107,Beaconsfield,2017,9,99,3,62,63,9,7,9792,6325,51.8145706558487,5479705,1315997
66107,Beaconsfield,2017,10,103,1,63,62,6,9,9792,6325,51.8979039891819,5479705,1315997
66107,Beaconsfield,2017,11,99,0,61,63,12,6,9792,6325,51.9812373225154,5479705,1315997
66107,Beaconsfield,2017,12,126,1,74,61,9,12,9792,6325,52.0645706558487,5479705,1315997
66107,Beaconsfield,2018,1,87,0,64,74,10,9,9792,6325,52.1479039891819,5479705,1315997
66107,Beaconsfield,2018,2,86,1,52,64,11,10,9792,6325,52.2312373225154,5479705,1315997
66107,Beaconsfield,2018,3,66,0,47,52,8,11,9792,6325,52.3145706558487,5479705,1315997
66107,Beaconsfield,2018,4,89,0,57,47,11,8,9792,6325,52.3979039891819,5479705,1315997
66107,Beaconsfield,2018,5,99,2,73,57,8,11,9792,6325,52.4812373225154,5479705,1315997
66107,Beaconsfield,2018,6,133,8,70,73,8,8,9792,6325,52.5645706558487,5479705,1315997
66107,Beaconsfield,2018,7,128,6,68,70,15,8,9792,6325,52.6479039891819,5479705,1315997
66107,Beaconsfield,2018,8,215,4,73,68,14,15,9792,6325,52.7312373225154,5479705,1315997
66107,Beaconsfield,2018,9,108,1,62,73,11,14,9792,6325,52.8145706558487,5479705,1315997
66107,Beaconsfield,2018,10,115,1,64,62,6,11,9792,6325,52.8979039891819,5479705,1315997
66107,Beaconsfield,2018,11,86,0,49,64,7,6,9792,6325,52.9812373225154,5479705,1315997
66107,Beaconsfield,2018,12,94,1,61,49,6,7,9792,6325,53.0645706558487,5479705,1315997
66107,Beaconsfield,2019,1,116,0,62,61,7,6,9792,6325,53.1479039891819,5479705,1315997
66107,Beaconsfield,2019,2,84,0,47,62,2,7,9792,6325,53.2312373225154,5479705,1315997
66107,Beaconsfield,2019,3,67,0,47,47,2,2,9792,6325,53.3145706558487,5479705,1315997
66107,Beaconsfield,2019,4,77,0,46,47,8,2,9792,6325,53.3979039891819,5479705,1315997
66107,Beaconsfield,2019,5,102,1,63,46,6,8,9792,6325,53.4812373225154,5479705,1315997
66107,Beaconsfield,2019,6,96,1,64,63,8,6,9792,6325,53.5645706558487,5479705,1315997
66107,Beaconsfield,2019,7,94,2,60,64,11,8,9792,6325,53.6479039891819,5479705,1315997
66107,Beaconsfield,2019,8,94,1,64,60,7,11,9792,6325,53.7312373225154,5479705,1315997
66107,Beaconsfield,2019,9,80,0,52,64,6,7,9792,6325,53.8145706558487,5479705,1315997
66107,Beaconsfield,2019,10,153,1,83,52,4,6,9792,6325,53.8979039891819,5479705,1315997
66107,Beaconsfield,2019,11,211,2,116,83,2,4,9792,6325,53.9812373225154,5479705,1315997
66107,Beaconsfield,2019,12,88,1,51,116,3,2,9792,6325,54.0645706558487,5479705,1315997
66107,Beaconsfield,2020,1,69,1,49,51,10,3,9792,6325,54.1479039891819,5479705,1315997
66107,Beaconsfield,2020,2,90,0,49,49,7,10,9792,6325,54.2312373225154,5479705,1315997
66107,Beaconsfield,2020,3,85,2,42,49,7,7,9792,6325,54.3145706558487,5479705,1315997
66107,Beaconsfield,2020,4,48,5,18,42,5,7,9792,6325,54.3979039891819,5479705,1315997
66107,Beaconsfield,2020,5,64,4,31,18,7,5,9792,6325,54.4812373225154,5479705,1315997
66107,Beaconsfield,2020,6,75,6,38,31,7,7,9792,6325,54.5645706558487,5479705,1315997
66107,Beaconsfield,2020,7,128,3,59,38,3,7,9792,6325,54.6479039891819,5479705,1315997
66107,Beaconsfield,2020,8,82,2,55,59,5,3,9792,6325,54.7312373225154,5479705,1315997
66107,Beaconsfield,2020,9,92,3,42,55,3,5,9792,6325,54.8145706558487,5479705,1315997
66107,Beaconsfield,2020,10,84,0,43,42,5,3,9792,6325,54.8979039891819,5479705,1315997
66107,Beaconsfield,2020,11,65,0,41,43,6,5,9792,6325,54.9812373225154,5479705,1315997
66107,Beaconsfield,2020,12,90,1,50,41,4,6,9792,6325,55.0645706558487,5479705,1315997
66107,Beaconsfield,2021,1,91,0,47,50,4,4,9792,6325,55.1479039891819,5479705,1315997
66107,Beaconsfield,2021,2,59,1,36,47,2,4,9792,6325,55.2312373225154,5479705,1315997
66107,Beaconsfield,2021,3,73,2,46,36,0,2,9792,6325,55.3145706558487,5479705,1315997
66107,Beaconsfield,2021,4,87,3,49,46,5,0,9792,6325,55.3979039891819,5479705,1315997
66107,Beaconsfield,2021,5,88,2,48,49,5,5,9792,6325,55.4812373225154,5479705,1315997
66107,Beaconsfield,2021,6,144,3,72,48,6,5,9792,6325,55.5645706558487,5479705,1315997
66107,Beaconsfield,2021,7,101,1,55,72,6,6,9792,6325,55.6479039891819,5479705,1315997
66107,Beaconsfield,2021,8,9,0,6,55,1,6,9792,6325,55.7312373225154,5479705,1315997
66112,"Baie-d'Urfé",2015,2,53,1,21,32,3,5,1987,1275,50.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2015,3,22,1,9,21,5,3,1987,1275,50.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2015,4,33,1,17,9,2,5,1987,1275,50.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2015,5,53,2,18,17,3,2,1987,1275,50.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2015,6,40,0,23,18,4,3,1987,1275,50.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2015,7,39,1,23,23,3,4,1987,1275,50.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2015,8,23,0,12,23,3,3,1987,1275,50.8332017890029,2085340,301181
66112,"Baie-d'Urfé",2015,9,43,4,21,12,1,3,1987,1275,50.9165351223362,2085340,301181
66112,"Baie-d'Urfé",2015,10,29,0,20,21,1,1,1987,1275,50.9998684556695,2085340,301181
66112,"Baie-d'Urfé",2015,11,28,0,16,20,4,1,1987,1275,51.0832017890029,2085340,301181
66112,"Baie-d'Urfé",2015,12,31,0,16,16,3,4,1987,1275,51.1665351223362,2085340,301181
66112,"Baie-d'Urfé",2016,1,27,2,13,16,2,3,1987,1275,51.2498684556695,2085340,301181
66112,"Baie-d'Urfé",2016,2,37,0,22,13,1,2,1987,1275,51.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2016,3,29,0,18,22,4,1,1987,1275,51.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2016,4,39,3,14,18,4,4,1987,1275,51.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2016,5,37,1,24,14,2,4,1987,1275,51.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2016,6,18,2,12,24,1,2,1987,1275,51.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2016,7,34,0,22,12,2,1,1987,1275,51.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2016,8,58,2,29,22,8,2,1987,1275,51.8332017890029,2085340,301181
66112,"Baie-d'Urfé",2016,9,58,0,15,29,2,8,1987,1275,51.9165351223362,2085340,301181
66112,"Baie-d'Urfé",2016,10,46,0,22,15,7,2,1987,1275,51.9998684556695,2085340,301181
66112,"Baie-d'Urfé",2016,11,81,1,22,22,5,7,1987,1275,52.0832017890029,2085340,301181
66112,"Baie-d'Urfé",2016,12,48,0,25,22,5,5,1987,1275,52.1665351223362,2085340,301181
66112,"Baie-d'Urfé",2017,1,63,0,33,25,1,5,1987,1275,52.2498684556695,2085340,301181
66112,"Baie-d'Urfé",2017,2,39,0,16,33,4,1,1987,1275,52.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2017,3,33,1,20,16,2,4,1987,1275,52.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2017,4,68,2,25,20,3,2,1987,1275,52.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2017,5,47,0,26,25,2,3,1987,1275,52.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2017,6,20,0,14,26,3,2,1987,1275,52.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2017,7,46,0,26,14,1,3,1987,1275,52.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2017,8,37,2,23,26,1,1,1987,1275,52.8332017890029,2085340,301181
66112,"Baie-d'Urfé",2017,9,40,1,25,23,9,1,1987,1275,52.9165351223362,2085340,301181
66112,"Baie-d'Urfé",2017,10,52,2,25,25,2,9,1987,1275,52.9998684556695,2085340,301181
66112,"Baie-d'Urfé",2017,11,43,1,18,25,4,2,1987,1275,53.0832017890029,2085340,301181
66112,"Baie-d'Urfé",2017,12,34,0,17,18,0,4,1987,1275,53.1665351223362,2085340,301181
66112,"Baie-d'Urfé",2018,1,17,0,13,17,5,0,1987,1275,53.2498684556695,2085340,301181
66112,"Baie-d'Urfé",2018,2,25,0,14,13,6,5,1987,1275,53.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2018,3,35,0,16,14,3,6,1987,1275,53.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2018,4,28,1,15,16,1,3,1987,1275,53.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2018,5,46,1,28,15,0,1,1987,1275,53.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2018,6,38,1,21,28,2,0,1987,1275,53.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2018,7,49,0,24,21,2,2,1987,1275,53.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2018,8,83,3,33,24,1,2,1987,1275,53.8332017890029,2085340,301181
66112,"Baie-d'Urfé",2018,9,32,1,21,33,8,1,1987,1275,53.9165351223362,2085340,301181
66112,"Baie-d'Urfé",2018,10,55,2,28,21,1,8,1987,1275,53.9998684556695,2085340,301181
66112,"Baie-d'Urfé",2018,11,29,0,16,28,1,1,1987,1275,54.0832017890029,2085340,301181
66112,"Baie-d'Urfé",2018,12,48,0,19,16,4,1,1987,1275,54.1665351223362,2085340,301181
66112,"Baie-d'Urfé",2019,1,56,1,23,19,0,4,1987,1275,54.2498684556695,2085340,301181
66112,"Baie-d'Urfé",2019,2,21,0,13,23,3,0,1987,1275,54.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2019,3,19,0,15,13,4,3,1987,1275,54.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2019,4,24,0,19,15,2,4,1987,1275,54.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2019,5,41,2,22,19,6,2,1987,1275,54.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2019,6,29,1,19,22,1,6,1987,1275,54.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2019,7,50,3,27,19,2,1,1987,1275,54.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2019,8,54,1,21,27,3,2,1987,1275,54.8332017890029,2085340,301181
66112,"Baie-d'Urfé",2019,9,24,0,11,21,4,3,1987,1275,54.9165351223362,2085340,301181
66112,"Baie-d'Urfé",2019,10,61,1,19,11,3,4,1987,1275,54.9998684556695,2085340,301181
66112,"Baie-d'Urfé",2019,11,41,1,28,19,0,3,1987,1275,55.0832017890029,2085340,301181
66112,"Baie-d'Urfé",2019,12,53,1,12,28,2,0,1987,1275,55.1665351223362,2085340,301181
66112,"Baie-d'Urfé",2020,1,15,0,11,12,2,2,1987,1275,55.2498684556695,2085340,301181
66112,"Baie-d'Urfé",2020,2,25,0,10,11,5,2,1987,1275,55.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2020,3,21,0,10,10,3,5,1987,1275,55.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2020,4,5,2,3,10,3,3,1987,1275,55.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2020,5,35,4,13,3,5,3,1987,1275,55.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2020,6,16,2,9,13,2,5,1987,1275,55.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2020,7,52,1,24,9,3,2,1987,1275,55.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2020,8,29,0,20,24,4,3,1987,1275,55.8332017890029,2085340,301181
66112,"Baie-d'Urfé",2020,9,19,0,13,20,3,4,1987,1275,55.9165351223362,2085340,301181
66112,"Baie-d'Urfé",2020,10,26,0,16,13,1,3,1987,1275,55.9998684556695,2085340,301181
66112,"Baie-d'Urfé",2020,11,29,1,17,16,2,1,1987,1275,56.0832017890029,2085340,301181
66112,"Baie-d'Urfé",2020,12,25,1,13,17,1,2,1987,1275,56.1665351223362,2085340,301181
66112,"Baie-d'Urfé",2021,1,18,0,13,13,1,1,1987,1275,56.2498684556695,2085340,301181
66112,"Baie-d'Urfé",2021,2,26,2,15,13,1,1,1987,1275,56.3332017890029,2085340,301181
66112,"Baie-d'Urfé",2021,3,29,0,15,15,0,1,1987,1275,56.4165351223362,2085340,301181
66112,"Baie-d'Urfé",2021,4,21,0,10,15,2,0,1987,1275,56.4998684556695,2085340,301181
66112,"Baie-d'Urfé",2021,5,23,1,10,10,4,2,1987,1275,56.5832017890029,2085340,301181
66112,"Baie-d'Urfé",2021,6,56,1,25,10,1,4,1987,1275,56.6665351223362,2085340,301181
66112,"Baie-d'Urfé",2021,7,60,1,29,25,2,1,1987,1275,56.7498684556695,2085340,301181
66112,"Baie-d'Urfé",2021,8,5,0,2,29,0,2,1987,1275,56.8332017890029,2085340,301181
66117,Sainte-Anne-de-Bellevue,2015,2,64,1,34,22,5,2,1923,1874,57.5117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,3,49,2,32,34,3,5,1923,1874,57.5950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,4,58,2,32,32,7,3,1923,1874,57.6784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,5,79,2,35,32,5,7,1923,1874,57.7617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,6,41,3,24,35,2,5,1923,1874,57.8450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,7,80,0,33,24,5,2,1923,1874,57.9284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,8,93,4,28,33,5,5,1923,1874,58.0117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,9,72,1,37,28,2,5,1923,1874,58.0950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,10,47,0,24,37,9,2,1923,1874,58.1784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,11,61,2,21,24,6,9,1923,1874,58.2617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2015,12,37,0,23,21,2,6,1923,1874,58.3450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,1,41,2,25,23,2,2,1923,1874,58.4284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,2,75,2,39,25,1,2,1923,1874,58.5117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,3,43,1,25,39,2,1,1923,1874,58.5950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,4,45,0,30,25,2,2,1923,1874,58.6784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,5,61,3,32,30,5,2,1923,1874,58.7617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,6,56,5,33,32,4,5,1923,1874,58.8450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,7,50,0,21,33,8,4,1923,1874,58.9284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,8,77,0,32,21,3,8,1923,1874,59.0117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,9,52,2,30,32,3,3,1923,1874,59.0950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,10,57,1,26,30,2,3,1923,1874,59.1784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,11,57,0,26,26,1,2,1923,1874,59.2617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2016,12,41,0,27,26,6,1,1923,1874,59.3450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,1,65,1,25,27,2,6,1923,1874,59.4284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,2,66,1,30,25,6,2,1923,1874,59.5117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,3,55,1,22,30,3,6,1923,1874,59.5950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,4,61,0,34,22,3,3,1923,1874,59.6784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,5,67,0,38,34,1,3,1923,1874,59.7617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,6,71,0,35,38,4,1,1923,1874,59.8450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,7,68,0,37,35,2,4,1923,1874,59.9284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,8,42,0,26,37,4,2,1923,1874,60.0117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,9,51,1,28,26,5,4,1923,1874,60.0950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,10,69,2,31,28,4,5,1923,1874,60.1784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,11,62,0,29,31,4,4,1923,1874,60.2617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2017,12,53,2,30,29,1,4,1923,1874,60.3450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,1,49,0,31,30,4,1,1923,1874,60.4284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,2,32,0,21,31,1,4,1923,1874,60.5117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,3,45,0,24,21,5,1,1923,1874,60.5950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,4,58,1,28,24,2,5,1923,1874,60.6784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,5,72,0,33,28,13,2,1923,1874,60.7617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,6,52,1,29,33,3,13,1923,1874,60.8450834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,7,63,3,33,29,3,3,1923,1874,60.9284168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,8,61,1,33,33,3,3,1923,1874,61.0117501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,9,61,0,33,33,7,3,1923,1874,61.0950834879425,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,10,80,1,41,33,7,7,1923,1874,61.1784168212757,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,11,49,1,28,41,10,7,1923,1874,61.2617501546092,666440,236580
66117,Sainte-Anne-de-Bellevue,2018,12,36,0,21,28,2,10,1923,1874,61.3450834879425,666440,236580
